Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
240810205060027,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,312,1159,3.71,2.6,1096.86,975820.79,1171.98,954537.25,607.52,632195.61,952.64,662605.54,NA
240810205060028,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,1,192,659,3.43,2.46,831.9,742119.01,979.91,729039.03,489.27,466696.66,831.32,508738.34,NA
240810205060029,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,309,1096,3.55,2.7,959.27,1118314.42,1073.96,1128886.62,510.91,579612.39,821.74,676986.16,NA
240810205060030,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,340,1136,3.34,2.45,1038.99,503414.37,1077,480824.66,583.85,434052.48,872.3,396825.19,NA
240810205060031,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,193,667,3.46,2.21,1286.58,2188906.39,1402.88,2223814.29,618.87,1087314.85,1060.41,1395753.3,NA
240810205060032,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,1,270,892,3.3,2.16,1067.79,1658684.45,1148.62,1691531.27,596.04,962304.31,944.34,1196207.48,NA
240810205060033,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,346,1317,3.81,3.89,439.18,264649.31,672.37,248308.8,240.52,157373.45,581.81,182172.41,NA
240810205060034,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,265,941,3.55,2.53,1107.58,1006757.6,1183.5,985829.77,592.31,600855.9,921.62,631473.41,NA
240810205060035,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,178,665,3.74,3.47,1539.86,2377702.31,1745.83,2335887.05,769.45,1686581.53,1323.81,2169222.64,NA
240810205060036,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,219,736,3.36,2.97,928.42,573152.44,972.85,557284.04,493.23,401970.84,818.64,400774.23,NA
240810205060037,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,378,1334,3.53,3.21,1412.69,2265774.2,1565.97,2271602.21,830.04,1702801.22,1269.23,2046785.91,NA
240810205060038,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,297,964,3.25,2.38,1064.17,33534818.93,1145.14,36002601.45,538.96,12399644.41,876.09,19875141.68,NA
240810205060039,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,282,1063,3.77,2.92,1910.28,5896430.27,1973.26,5966807.55,944.82,2576395.2,1361.86,3146533.46,NA
240810205060040,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,277,999,3.61,2.45,1460.82,2072696.11,1544.46,2062151.06,770.23,1113257.59,1159.89,1224685.05,NA
240810205060041,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,332,1059,3.19,2.3,1382,5395740.83,1504.34,5690319.85,747.51,2347811.65,1123.64,3107740.48,NA
240810205060042,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,313,1091,3.49,3.55,1073.5,1128282.58,1142.87,1121889.3,572.91,615886.98,883.51,675461.91,NA
240810205060043,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,319,1195,3.75,2.98,1233.06,1382823.17,1361.06,1352047.81,648.38,890500.37,1076.86,1017777.28,NA
240810205060044,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,207,713,3.44,2.08,1019.93,1053325.84,1220.38,1015497.1,571.26,663081.12,996.88,733016.35,NA
240810205060045,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,281,986,3.51,2.54,1271.6,1539386.15,1338.27,1530840.91,707.16,1126289.21,1050.61,1312777.52,NA
240810205060046,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102032,Salinas,1,1,223,803,3.6,3.8,398.35,179297.66,453.22,179125.95,226.75,113733.53,413.09,130271.99,NA
240810205060047,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,214,744,3.48,3.73,643.22,273396.63,705.89,255704.39,387.87,240827.99,650.88,232922.19,NA
240810205060048,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,189,685,3.62,2.97,664.39,628480.34,743.01,644531.95,410.05,341221.74,658.8,384463.8,NA
240810205060049,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,184,596,3.24,2.36,794.21,504129.69,844.71,493465.45,476.41,345021.24,704.81,349466.47,NA
240810205060050,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,402,1327,3.3,2.53,793.05,754196.92,845.64,759752.69,493.96,476353.15,744.2,531515.31,NA
240810205060051,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,322,1123,3.49,2.89,683.62,391890.77,764.32,376417.31,410.96,271321.92,650.91,273556.25,NA
240810205060052,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,341,1109,3.25,2.64,1003.82,1576218.81,1053.23,1601846.79,599.99,1186391.01,874.43,1489523.35,NA
240810205060053,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,384,1300,3.39,2.85,850.48,633719.88,904.66,625051.52,494.62,451530.65,792.38,487465.96,NA
240810205060054,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,217,712,3.28,2.57,566.46,256997.39,686.71,228819.01,403.43,242762.09,643.79,232630.37,NA
240810205060055,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,276,955,3.46,2.63,728.76,9455003.39,948.76,12113153.33,461.84,3341814.23,788.7,5453514.37,NA
240810205060056,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,350,1242,3.55,2.42,624.94,986073.05,731.53,1076591.49,398.92,666273.15,679.33,944572.49,NA
240810205060057,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,314,1063,3.39,2.69,840.66,537984.91,897.85,523185.99,505.24,388052.51,772.35,386904.95,NA
240810205060058,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,164,540,3.29,2.65,880.73,899720.36,982.59,903717.29,512.85,542426.2,803.87,616547.42,NA
240810205060059,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,267,911,3.41,2.26,1015.22,921578.83,1079.94,910391.94,680.83,13098661.72,1095.12,20631024.16,NA
240810205060060,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,290,1055,3.64,3.62,844.9,546311.62,904.14,530999.06,459.4,352777.29,758.53,355586.31,NA
240810205060061,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,434,1370,3.16,2,873.13,685298.64,922,678582.28,518.49,444447.89,757.4,468317.51,NA
240810205060062,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,360,1298,3.61,2.63,1224.27,1861186.55,1315.63,1879936.36,681.92,1196320.43,1059.93,1459180.03,NA
240810205060063,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,454,1517,3.34,3.06,806.83,717176.18,868.01,718456.02,463.11,426923.07,720.58,478806.84,NA
240810205060064,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,279,898,3.22,2.88,695.01,422696.48,781.89,407544.25,408.87,288205.06,636.86,303743.82,NA
240810205060065,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,339,1049,3.09,2.66,649.55,333847.03,736.44,314449.75,405.97,242145.63,665,224359.53,NA
240810205060066,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,301,1054,3.5,3,734.16,624530.37,818.45,627256.55,471.63,1213663.87,733.65,1696531.77,NA
240810205060067,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,222,682,3.07,2.19,752.66,540329.75,835.46,530547.42,503.08,380842.11,753.99,381601.91,NA
240810205060068,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,338,1208,3.57,2.75,647.23,408199.54,734.11,399184.41,369.95,278082.72,642.45,307896.74,NA
240810205060069,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,206,705,3.42,2.87,626.22,254368.17,664.96,244292.87,361.84,202605.59,579.96,198225.02,NA
240810205060070,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,301,1085,3.6,2.66,506.56,3051321.74,648.83,3819248.54,305.62,1153473.52,559,1969877.95,NA
240810205060071,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,431,1540,3.57,3.43,351.87,234908.71,470.98,258400.51,251.3,144642.65,468.42,167945.93,NA
240810205060072,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,438,1620,3.7,3.91,408.18,144878.15,516.71,127270.25,260.85,114728.97,484.16,104813.83,NA
240810205060073,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,295,1056,3.58,2.78,624.44,1487389.94,684.79,1590204.46,319.26,621815.16,574.54,973098.71,NA
240810205060074,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,267,929,3.48,2.86,465.84,150396.01,538.44,134676.05,282.38,123296.92,505.15,107998.31,NA
240810205060075,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,315,1067,3.39,2.38,613.5,221878.64,715.76,185537.24,352.59,183024.96,606.4,160822,NA
240810205060076,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,163,562,3.45,2.85,587.75,268585.47,689.23,244844.86,369.88,238038.26,614.22,245231.94,NA
240810205060077,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,211,719,3.41,3.12,679.71,259076.77,710,249068.65,368.33,205860.81,609.58,193601.14,NA
240810205060078,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,260,868,3.34,2.18,657.36,428918.62,709.18,425968.24,402.86,273338.18,568.07,291617.63,NA
240810205060079,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,201,642,3.19,2.15,529.64,213968.43,678.07,173025.18,441.7,213341.42,650.18,178396.46,NA
240810205060080,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,351,1175,3.35,2.65,983.4,703327.14,1036.56,686193.51,540.59,505865.84,860.88,529887.99,NA
240810205060081,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,375,1268,3.38,2.72,819.19,424440.9,887.85,398981.35,460.15,314058.03,716.43,305350.63,NA
240810205060082,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,235,747,3.18,2.27,830.36,922039.98,975.67,941718.27,491.48,539295.88,810.88,631005.13,NA
240810205060083,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,247,906,3.67,2.95,832.87,801005.78,879.15,804843.75,459,560810.53,713.79,690511.16,NA
240810205060084,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,239,811,3.39,2.07,721.02,501179.84,861.62,477649.28,566.25,14595178.29,1010.23,25618518.2,NA
240810205060085,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,08,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,235,772,3.29,2.2,757.07,299665.97,787.22,287813.28,451.07,287260.56,682.39,276700.94,NA
